geometry,geometry_vertex_count,GMDE,BEZIRK,KT,Gemeinde,import_notes
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.98886998826,46.4843559996,0 9.99001433728,46.508373229,0 10.0052224984,46.5162129468,0 10.0033101925,46.5193346592,0 10.0200009292,46.5253387153,0 10.0258558298,46.5182292889,0 10.0089779205,46.5093498684,0 10.0111488456,46.4809548149,0 10.0015166683,46.4762218572,0 9.98892342213,46.4813393043,0 9.98450362608,46.4790711314,0 9.98886998826,46.4843559996,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.9155599128,46.5995740432,0 9.90238205693,46.6290507043,0 9.91057895497,46.6237243626,0 9.92076313169,46.6133494279,0 9.92437386875,46.5972845315,0 9.9275088979,46.5950376992,0 9.93861361657,46.5957213258,0 9.95988179259,46.5855665287,0 9.96758186524,46.57573713,0 9.96711926018,46.5705896429,0 9.95254732623,46.5699046031,0 9.94161658275,46.5765366408,0 9.94463628035,46.5797285936,0 9.94172067284,46.5821691342,0 9.93102594623,46.5826740475,0 9.92108936824,46.589174189,0 9.90909775137,46.5899033272,0 9.90010728513,46.5974791292,0 9.90767962912,46.5945876976,0 9.9155599128,46.5995740432,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",32,3783,1827,18,Madulain,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>10.0111488456,46.4809548149,0 10.037554175,46.4767076477,0 10.0461104688,46.4779696833,0 10.0528648008,46.4732054375,0 10.0556768402,46.4658762292,0 10.0431782319,46.4535704133,0 10.040497611,46.448194903,0 10.0433407275,46.4439438704,0 10.0404675604,46.4310203737,0 10.0347485983,46.4295851466,0 10.0249994982,46.4326254197,0 10.0198706706,46.4154141656,0 9.99188459152,46.4037248095,0 9.98526022318,46.3992650708,0 9.98284699966,46.3888685521,0 9.96006025496,46.3794403194,0 9.95411642999,46.3805625898,0 9.93587148667,46.3761054766,0 9.93148263881,46.3731416927,0 9.93234985017,46.3690900283,0 9.92654131618,46.3671924613,0 9.9086929107,46.3821560117,0 9.90200805576,46.4079548978,0 9.90359892668,46.4186227211,0 9.89534945606,46.4275778824,0 9.90436452962,46.4406139607,0 9.90619468944,46.45135758,0 9.90096715629,46.469014416,0 9.88735496336,46.4733684301,0 9.87093817887,46.473343379,0 9.88646732539,46.4842879107,0 9.89073892548,46.4836556583,0 9.900818953,46.4947069198,0 9.88333740214,46.5093513635,0 9.89531575637,46.5136024637,0 9.91316394934,46.5095875542,0 9.94503269319,46.4967549829,0 9.96805064432,46.4786018238,0 9.97463301325,46.4769787191,0 9.98450362608,46.4790711314,0 9.98892342213,46.4813393043,0 10.0015166683,46.4762218572,0 10.0111488456,46.4809548149,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",43,3784,1827,18,Pontresina,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.93316884278,46.5315000522,0 9.93517315719,46.5350835366,0 9.92016560678,46.5519834704,0 9.91070197048,46.5567442668,0 9.9102750919,46.5662497612,0 9.89537015014,46.5762849731,0 9.88109447404,46.5714708916,0 9.83266561748,46.5736799196,0 9.82541920908,46.5898897317,0 9.82972821999,46.5975759617,0 9.84261579828,46.5963862749,0 9.85458452121,46.6038645224,0 9.86418322187,46.604443384,0 9.90010728513,46.5974791292,0 9.90909775137,46.5899033272,0 9.92108936824,46.589174189,0 9.93102594623,46.5826740475,0 9.94172067284,46.5821691342,0 9.94463628035,46.5797285936,0 9.94161658275,46.5765366408,0 9.95254732623,46.5699046031,0 9.96711926018,46.5705896429,0 9.98767380244,46.5641627541,0 9.99456377009,46.5522701579,0 9.9933062413,46.5297857582,0 9.98751156037,46.5244430198,0 9.99001433728,46.508373229,0 9.98886998826,46.4843559996,0 9.98450362608,46.4790711314,0 9.97463301325,46.4769787191,0 9.96805064432,46.4786018238,0 9.94503269319,46.4967549829,0 9.95484085996,46.5151258285,0 9.94815658625,46.5236629236,0 9.93316884278,46.5315000522,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",35,3785,1827,18,La Punt-Chamues-ch,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.77010560285,46.5103729848,0 9.7599248003,46.5158648811,0 9.75931046426,46.5225199042,0 9.77080144583,46.5340934824,0 9.7696316679,46.5475104708,0 9.75551454508,46.5578257855,0 9.83266561748,46.5736799196,0 9.82882184575,46.5640848596,0 9.80961822163,46.54873556,0 9.81149185882,46.544457082,0 9.83960814373,46.5433715416,0 9.85517603401,46.5502063524,0 9.8696081787,46.5476483521,0 9.88226862577,46.5506622455,0 9.89898145973,46.5489335436,0 9.90179486262,46.5425268142,0 9.93316884278,46.5315000522,0 9.94815658625,46.5236629236,0 9.95484085996,46.5151258285,0 9.94503269319,46.4967549829,0 9.91316394934,46.5095875542,0 9.89531575637,46.5136024637,0 9.88333740214,46.5093513635,0 9.86735411826,46.5235918404,0 9.85104716026,46.5263695366,0 9.83761720788,46.5337736194,0 9.82155706452,46.5321853642,0 9.81223988494,46.5365297497,0 9.78784489658,46.5274148968,0 9.78589704136,46.5101647524,0 9.77010560285,46.5103729848,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.84108510487,46.4303245925,0 9.84941434706,46.4589689796,0 9.86250600761,46.4668720112,0 9.86451990802,46.4714105028,0 9.87093817887,46.473343379,0 9.88735496336,46.4733684301,0 9.90096715629,46.469014416,0 9.90619468944,46.45135758,0 9.90436452962,46.4406139607,0 9.89534945606,46.4275778824,0 9.90359892668,46.4186227211,0 9.90200805576,46.4079548978,0 9.9086929107,46.3821560117,0 9.86963542001,46.3635944105,0 9.86663108913,46.3659001116,0 9.85079039504,46.3658154926,0 9.83325457391,46.3617860943,0 9.81827126464,46.3747031008,0 9.81556080032,46.3926897322,0 9.82121326384,46.4138761442,0 9.82184466957,46.4187683577,0 9.84108510487,46.4303245925,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",53,3786,1827,18,Samedan,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.7599248003,46.5158648811,0 9.77010560285,46.5103729848,0 9.78589704136,46.5101647524,0 9.7887918333,46.5074766753,0 9.79534765304,46.5077458659,0 9.83475097926,46.5135190681,0 9.84190254587,46.5057441941,0 9.86054276455,46.5010547421,0 9.86455667953,46.4943443189,0 9.86110884475,46.4892333503,0 9.86542311474,46.4828495008,0 9.86451990802,46.4714105028,0 9.86250600761,46.4668720112,0 9.84941434706,46.4589689796,0 9.82170379017,46.4739107123,0 9.80495177766,46.4879784247,0 9.78399523886,46.4849209815,0 9.77386943423,46.4864078142,0 9.75064847898,46.5059463727,0 9.7599248003,46.5158648811,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,3787,1827,18,St. Moritz,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.90238205693,46.6290507043,0 9.89464202634,46.6298030334,0 9.88922774769,46.6239340365,0 9.87789812561,46.6461577996,0 9.86569701412,46.6553114293,0 9.87192857024,46.665088493,0 9.87001643883,46.6714029691,0 9.88194221931,46.6855673557,0 9.89616918247,46.682903154,0 9.93066338693,46.6971678452,0 9.95674663653,46.6948483165,0 9.96401541494,46.6883145996,0 9.96126401828,46.6829027852,0 9.96690979491,46.6783400262,0 10.0649941611,46.6341734133,0 10.0618467727,46.6256043807,0 10.0951874825,46.6255242099,0 10.0970723251,46.6173605648,0 10.103691998,46.6119846615,0 10.0983489061,46.5947271404,0 10.1019603398,46.5842725032,0 10.0969160171,46.5786023361,0 10.0854348973,46.5768807437,0 10.0824008805,46.5719643317,0 10.0865208036,46.5681327125,0 10.0755676603,46.5613929013,0 10.0629560584,46.5470389294,0 10.048090034,46.5453018402,0 10.0391364229,46.5511961043,0 10.0130982117,46.5540482425,0 9.99351843365,46.5610790838,0 10.0072641973,46.5773771086,0 10.0093047789,46.5911933116,0 9.99501041002,46.6058997628,0 9.98946831612,46.6080224609,0 9.97654353202,46.6050889899,0 9.96800448886,46.6143524807,0 9.96910155696,46.6199269173,0 9.94292813015,46.6279678669,0 9.93726299456,46.6227186442,0 9.92899107239,46.6215407604,0 9.91593746925,46.6251920576,0 9.91057895497,46.6237243626,0 9.90238205693,46.6290507043,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",44,3788,1827,18,S-chanf,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.67563796438,46.4240960414,0 9.67957995629,46.4297244676,0 9.70247802976,46.4403583046,0 9.72291105627,46.443575905,0 9.7300603643,46.4519192554,0 9.75036026791,46.4570608568,0 9.7541833281,46.4621042721,0 9.79696986512,46.4456247808,0 9.80732198097,46.4188116419,0 9.82121326384,46.4138761442,0 9.81556080032,46.3926897322,0 9.81827126464,46.3747031008,0 9.83325457391,46.3617860943,0 9.81962040325,46.350912417,0 9.78598844513,46.3420827138,0 9.77450716166,46.3555512236,0 9.76634441043,46.3865016772,0 9.74979565584,46.4206107915,0 9.69921811381,46.4183811754,0 9.67563796438,46.4240960414,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,3789,1827,18,Sils im Engadin/Segl,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.72904496059,46.5092462634,0 9.75064847898,46.5059463727,0 9.77386943423,46.4864078142,0 9.78399523886,46.4849209815,0 9.80495177766,46.4879784247,0 9.82170379017,46.4739107123,0 9.84941434706,46.4589689796,0 9.84108510487,46.4303245925,0 9.82184466957,46.4187683577,0 9.82121326384,46.4138761442,0 9.80732198097,46.4188116419,0 9.79696986512,46.4456247808,0 9.7541833281,46.4621042721,0 9.75036026791,46.4570608568,0 9.7300603643,46.4519192554,0 9.73380684101,46.4592060014,0 9.7276497284,46.4629845917,0 9.72681156189,46.4718220315,0 9.73355569524,46.4864918048,0 9.73169154731,46.497555151,0 9.72441232726,46.5011041052,0 9.72904496059,46.5092462634,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,3790,1827,18,Silvaplana,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.87893904503,46.620311665,0 9.88922774769,46.6239340365,0 9.89464202634,46.6298030334,0 9.90238205693,46.6290507043,0 9.9155599128,46.5995740432,0 9.90767962912,46.5945876976,0 9.90010728513,46.5974791292,0 9.86418322187,46.604443384,0 9.86479305319,46.6110460841,0 9.87357972323,46.6225596811,0 9.87893904503,46.620311665,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>10.037554175,46.4767076477,0 10.0111488456,46.4809548149,0 10.0089779205,46.5093498684,0 10.0258558298,46.5182292889,0 10.0200009292,46.5253387153,0 10.0033101925,46.5193346592,0 10.0052224984,46.5162129468,0 9.99001433728,46.508373229,0 9.98751156037,46.5244430198,0 9.9933062413,46.5297857582,0 9.99456377009,46.5522701579,0 9.98767380244,46.5641627541,0 9.96711926018,46.5705896429,0 9.96758186524,46.57573713,0 9.95988179259,46.5855665287,0 9.93861361657,46.5957213258,0 9.9275088979,46.5950376992,0 9.92437386875,46.5972845315,0 9.92076313169,46.6133494279,0 9.91057895497,46.6237243626,0 9.91593746925,46.6251920576,0 9.92899107239,46.6215407604,0 9.93726299456,46.6227186442,0 9.94292813015,46.6279678669,0 9.96910155696,46.6199269173,0 9.96800448886,46.6143524807,0 9.97654353202,46.6050889899,0 9.98946831612,46.6080224609,0 9.99501041002,46.6058997628,0 10.0093047789,46.5911933116,0 10.0072641973,46.5773771086,0 9.99351843365,46.5610790838,0 10.0130982117,46.5540482425,0 10.0391364229,46.5511961043,0 10.048090034,46.5453018402,0 10.0452998474,46.5388396641,0 10.0548631104,46.5329308115,0 10.0553238507,46.5238464777,0 10.0527492399,46.5145529801,0 10.0437036806,46.5113761743,0 10.0482977143,46.4990284052,0 10.0461104688,46.4779696833,0 10.037554175,46.4767076477,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",54,3791,1827,18,Zuoz,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.5347158076,46.3902304067,0 9.55318034423,46.3830924175,0 9.56859181292,46.3947018614,0 9.57036576385,46.4034345636,0 9.58275913905,46.4059368661,0 9.58811210465,46.40410748,0 9.59876130599,46.4134272138,0 9.60694858895,46.4115339075,0 9.60892648182,46.4082830027,0 9.63977980833,46.4057981215,0 9.64955766883,46.4145811559,0 9.66471525423,46.4148336026,0 9.6651952173,46.4220874649,0 9.67563796438,46.4240960414,0 9.69921811381,46.4183811754,0 9.74979565584,46.4206107915,0 9.76634441043,46.3865016772,0 9.77450716166,46.3555512236,0 9.78598844513,46.3420827138,0 9.77881357815,46.3360297176,0 9.77109805906,46.3370170012,0 9.74488011609,46.3524591305,0 9.7381637953,46.351938658,0 9.72422466246,46.3419421942,0 9.72721907385,46.336517373,0 9.71855729667,46.3251984431,0 9.72742429719,46.3207262292,0 9.72707710169,46.3143338476,0 9.71884575786,46.3057604725,0 9.7157206281,46.2947167572,0 9.70325741722,46.291960767,0 9.69053862864,46.2945997809,0 9.67776467431,46.3041237369,0 9.64338807355,46.288094247,0 9.62357432634,46.2890097016,0 9.60985505808,46.2956009778,0 9.58441768515,46.2955732812,0 9.5627360388,46.3045954445,0 9.55082697196,46.3035763663,0 9.52888897566,46.3189866096,0 9.51796194092,46.3338486934,0 9.51272261241,46.3378507399,0 9.50978153621,46.3506843864,0 9.49561882847,46.366233198,0 9.46243013587,46.377099618,0 9.46904480502,46.3912458782,0 9.46295279018,46.4130801762,0 9.45752203436,46.4171458698,0 9.46697424996,46.4197131115,0 9.47803420293,46.428325522,0 9.50726995671,46.4382898941,0 9.51919366011,46.4301249329,0 9.5281316362,46.3962379316,0 9.5347158076,46.3902304067,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",54,3792,1827,18,Bregaglia,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.07066586439,46.3000728848,0 9.0711774157,46.3088931946,0 9.07629540252,46.3158472265,0 9.06694210538,46.3252957588,0 9.07079361989,46.3337350424,0 9.09486421782,46.335788204,0 9.1104693957,46.3324723194,0 9.11086102492,46.3257804559,0 9.11738554813,46.3263228166,0 9.11962202418,46.3100198339,0 9.12305816389,46.288065698,0 9.11871876211,46.2917207306,0 9.10873093136,46.2919765776,0 9.10602335302,46.2853844341,0 9.09975155423,46.2861515975,0 9.07066586439,46.3000728848,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,3801,1828,18,Arvigo,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.13818655967,46.287011565,0 9.12305816389,46.288065698,0 9.11962202418,46.3100198339,0 9.12208019792,46.3151756011,0 9.13599908978,46.3179823534,0 9.1540930467,46.3168097193,0 9.15000693521,46.3136679734,0 9.14538405007,46.292176538,0 9.13818655967,46.287011565,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,3803,1828,18,Braggio,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.12567856086,46.2503577248,0 9.11479336671,46.2515544797,0 9.11341238212,46.2568392154,0 9.09278827262,46.2718736801,0 9.08052102028,46.2717284635,0 9.07066586439,46.3000728848,0 9.09975155423,46.2861515975,0 9.10602335302,46.2853844341,0 9.10873093136,46.2919765776,0 9.11871876211,46.2917207306,0 9.12305816389,46.288065698,0 9.13818655967,46.287011565,0 9.13111431369,46.277902805,0 9.1205367272,46.2745330493,0 9.1129693938,46.2660515025,0 9.11516339081,46.2618795696,0 9.12649314736,46.2565457312,0 9.12670567274,46.2521061563,0 9.12567856086,46.2503577248,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,3804,1828,18,Buseno,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.13489385241,46.250948747,0 9.12670567274,46.2521061563,0 9.12649314736,46.2565457312,0 9.11516339081,46.2618795696,0 9.1129693938,46.2660515025,0 9.1205367272,46.2745330493,0 9.13111431369,46.277902805,0 9.13580529218,46.2710204182,0 9.12439939615,46.2672675205,0 9.152908342,46.2582540768,0 9.1466644756,46.2519413898,0 9.13701458501,46.253229605,0 9.13489385241,46.250948747,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,3805,1828,18,Castaneda,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.0704896182,46.3448077816,0 9.07233558343,46.3448351626,0 9.08205988458,46.3454233762,0 9.10425341126,46.340320843,0 9.12333355264,46.3463917678,0 9.13072099829,46.3411793179,0 9.15885983267,46.3414393159,0 9.16338889681,46.3388057463,0 9.16029700748,46.319550182,0 9.1547558827,46.31929236,0 9.14323431719,46.3258826076,0 9.11738554813,46.3263228166,0 9.11086102492,46.3257804559,0 9.1104693957,46.3324723194,0 9.09486421782,46.335788204,0 9.07079361989,46.3337350424,0 9.06762312556,46.3376141235,0 9.0704896182,46.3448077816,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,3806,1828,18,Cauco,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.17579725278,46.3855364929,0 9.1686214053,46.3721478824,0 9.17154404362,46.3610705528,0 9.15815653374,46.3467233414,0 9.15885983267,46.3414393159,0 9.13072099829,46.3411793179,0 9.12333355264,46.3463917678,0 9.10425341126,46.340320843,0 9.08205988458,46.3454233762,0 9.07233558343,46.3448351626,0 9.08945024494,46.3504451684,0 9.093839043,46.359280859,0 9.0968178207,46.3742561798,0 9.08844498009,46.3900811305,0 9.09582792956,46.4091227261,0 9.10428364234,46.4129222914,0 9.09020566311,46.4334112776,0 9.09076774353,46.4381904061,0 9.10591482645,46.4380588173,0 9.12153682976,46.4528111445,0 9.13730317398,46.4486257698,0 9.14940091227,46.4289165226,0 9.14980826113,46.4199655153,0 9.15383579046,46.4193557481,0 9.16240038555,46.40756334,0 9.16160790495,46.399404393,0 9.16728441651,46.3885462943,0 9.17579725278,46.3855364929,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,3808,1828,18,Rossa,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.13818655967,46.287011565,0 9.14538405007,46.292176538,0 9.15000693521,46.3136679734,0 9.1540930467,46.3168097193,0 9.15420155493,46.3190127981,0 9.16182813978,46.3096731022,0 9.16638267274,46.289545125,0 9.15423341315,46.2706524072,0 9.152908342,46.2582540768,0 9.12439939615,46.2672675205,0 9.13580529218,46.2710204182,0 9.13111431369,46.277902805,0 9.13818655967,46.287011565,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,3810,1828,18,Santa Maria in Calanca,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.11962202418,46.3100198339,0 9.11738554813,46.3263228166,0 9.14323431719,46.3258826076,0 9.1547558827,46.31929236,0 9.15420155493,46.3190127981,0 9.1540930467,46.3168097193,0 9.13599908978,46.3179823534,0 9.12208019792,46.3151756011,0 9.11962202418,46.3100198339,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,3811,1828,18,Selma,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.2139832354,46.2803581325,0 9.18128312626,46.2931321525,0 9.17518305518,46.2939908454,0 9.17159373801,46.2982753624,0 9.16029700748,46.319550182,0 9.16338889681,46.3388057463,0 9.17105476949,46.3339193092,0 9.1908091314,46.3317165747,0 9.20891627958,46.341999767,0 9.22701898136,46.3322033383,0 9.23126743332,46.3357537836,0 9.24833662732,46.3313786777,0 9.27321478314,46.332904138,0 9.28627028251,46.315674331,0 9.28606897309,46.2982911317,0 9.27356476492,46.2909532779,0 9.26948098173,46.28340614,0 9.26045317842,46.2789443277,0 9.25820066511,46.2705843915,0 9.25153324054,46.2675507716,0 9.24110892956,46.267807386,0 9.22921747111,46.2818368352,0 9.2139832354,46.2803581325,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",23,3821,1828,18,Lostallo,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.27227548306,46.5244847214,0 9.27601912803,46.5203116358,0 9.27381346097,46.5129319795,0 9.28443255108,46.510123186,0 9.28460225742,46.4982774978,0 9.27782052558,46.4866076005,0 9.27499319886,46.458161979,0 9.26669749311,46.452347462,0 9.248208403,46.4480542506,0 9.25087480248,46.4323982313,0 9.26485984329,46.4217619276,0 9.27663994363,46.4203207448,0 9.28160838118,46.4141206575,0 9.28309595756,46.402766468,0 9.27702070458,46.3962327359,0 9.2855968237,46.3864281731,0 9.27728242784,46.3690239245,0 9.27038094524,46.367920819,0 9.26145417496,46.3614684057,0 9.24385923466,46.3616241522,0 9.23364488189,46.3778228098,0 9.21930765923,46.3783549636,0 9.18754524605,46.3865076945,0 9.17579725278,46.3855364929,0 9.16728441651,46.3885462943,0 9.16160790495,46.399404393,0 9.16240038555,46.40756334,0 9.15383579046,46.4193557481,0 9.14980826113,46.4199655153,0 9.14940091227,46.4289165226,0 9.13730317398,46.4486257698,0 9.12153682976,46.4528111445,0 9.10591482645,46.4380588173,0 9.09076774353,46.4381904061,0 9.08820086651,46.4449497837,0 9.09626191321,46.4616509162,0 9.08661304789,46.4766572485,0 9.07979094921,46.4793476793,0 9.15730869212,46.5067901482,0 9.20520508234,46.5075672401,0 9.2113433841,46.5059597884,0 9.22904796663,46.5132233145,0 9.23148058862,46.5174055025,0 9.25052894738,46.5178772554,0 9.27227548306,46.5244847214,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",45,3822,1828,18,Mesocco,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.16338889681,46.3388057463,0 9.15885983267,46.3414393159,0 9.15815653374,46.3467233414,0 9.17154404362,46.3610705528,0 9.1686214053,46.3721478824,0 9.17579725278,46.3855364929,0 9.18754524605,46.3865076945,0 9.21930765923,46.3783549636,0 9.23364488189,46.3778228098,0 9.24385923466,46.3616241522,0 9.26145417496,46.3614684057,0 9.27038094524,46.367920819,0 9.27728242784,46.3690239245,0 9.28778539007,46.3586748774,0 9.29735998643,46.356250371,0 9.30035254433,46.3457260902,0 9.29333957139,46.3374808615,0 9.29795315332,46.3295398562,0 9.29633789938,46.3191542428,0 9.28627028251,46.315674331,0 9.27321478314,46.332904138,0 9.24833662732,46.3313786777,0 9.23126743332,46.3357537836,0 9.22701898136,46.3322033383,0 9.20891627958,46.341999767,0 9.1908091314,46.3317165747,0 9.17105476949,46.3339193092,0 9.16338889681,46.3388057463,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,3823,1828,18,Soazza,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.2139832354,46.2803581325,0 9.20732565558,46.2783836532,0 9.19379938752,46.280313142,0 9.18840521098,46.2764371695,0 9.18643334994,46.2679816508,0 9.2181916785,46.2681613164,0 9.21681775276,46.2650332691,0 9.23183060407,46.2548072553,0 9.24942205056,46.2485694831,0 9.24801533137,46.2335725124,0 9.22224978697,46.2304634395,0 9.22030360649,46.2332028426,0 9.22011544511,46.2448865401,0 9.21117075173,46.2538011717,0 9.1637515713,46.2688068413,0 9.18128312626,46.2931321525,0 9.2139832354,46.2803581325,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,3831,1828,18,Cama,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.13489385241,46.250948747,0 9.13701458501,46.253229605,0 9.1466644756,46.2519413898,0 9.152908342,46.2582540768,0 9.15448480724,46.257231293,0 9.17950858894,46.2417666085,0 9.19789716224,46.2424898051,0 9.22030360649,46.2332028426,0 9.22224978697,46.2304634395,0 9.21517949322,46.2120908488,0 9.20349827737,46.2096372308,0 9.18429189263,46.2210673033,0 9.18731947899,46.2285435978,0 9.15204503948,46.2316665653,0 9.13489385241,46.250948747,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,3832,1828,18,Grono,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.22030360649,46.2332028426,0 9.19789716224,46.2424898051,0 9.17950858894,46.2417666085,0 9.15448480724,46.257231293,0 9.1637515713,46.2688068413,0 9.21117075173,46.2538011717,0 9.22011544511,46.2448865401,0 9.22030360649,46.2332028426,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,3833,1828,18,Leggia,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.14053270625,46.1799084047,0 9.1201898534,46.2016122097,0 9.09024044549,46.2136083763,0 9.08896559757,46.2147428409,0 9.10651925197,46.2148000404,0 9.11376403148,46.2176984435,0 9.10734627179,46.23163345,0 9.11849329565,46.2390452787,0 9.12567856086,46.2503577248,0 9.12670567274,46.2521061563,0 9.13489385241,46.250948747,0 9.15204503948,46.2316665653,0 9.18731947899,46.2285435978,0 9.18429189263,46.2210673033,0 9.20349827737,46.2096372308,0 9.19603475002,46.1948603246,0 9.19928129506,46.1882585261,0 9.1958948228,46.1804821981,0 9.18577436874,46.173134161,0 9.17393229659,46.172236936,0 9.16804888512,46.1888851232,0 9.17016444859,46.2040788041,0 9.1609952229,46.2112650858,0 9.15889308745,46.1865772772,0 9.1697296297,46.1728683843,0 9.16057203291,46.1708307098,0 9.15406763711,46.1715866461,0 9.14053270625,46.1799084047,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",28,3834,1828,18,Roveredo GR,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.17393229659,46.172236936,0 9.1697296297,46.1728683843,0 9.15889308745,46.1865772772,0 9.1609952229,46.2112650858,0 9.17016444859,46.2040788041,0 9.16804888512,46.1888851232,0 9.17393229659,46.172236936,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.07839959048,46.2598989885,0 9.06381795341,46.2772968841,0 9.05542086084,46.2960533558,0 9.0711774157,46.3088931946,0 9.07066586439,46.3000728848,0 9.08052102028,46.2717284635,0 9.09278827262,46.2718736801,0 9.11341238212,46.2568392154,0 9.11479336671,46.2515544797,0 9.12567856086,46.2503577248,0 9.11849329565,46.2390452787,0 9.10734627179,46.23163345,0 9.11376403148,46.2176984435,0 9.10651925197,46.2148000404,0 9.08896559757,46.2147428409,0 9.08081056791,46.2344697495,0 9.07745500506,46.2341405074,0 9.07839959048,46.2598989885,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",25,3835,1828,18,San Vittore,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.15448480724,46.257231293,0 9.152908342,46.2582540768,0 9.15423341315,46.2706524072,0 9.16638267274,46.289545125,0 9.16182813978,46.3096731022,0 9.15420155493,46.3190127981,0 9.1547558827,46.31929236,0 9.16029700748,46.319550182,0 9.17159373801,46.2982753624,0 9.17518305518,46.2939908454,0 9.18128312626,46.2931321525,0 9.1637515713,46.2688068413,0 9.15448480724,46.257231293,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.24942205056,46.2485694831,0 9.23183060407,46.2548072553,0 9.21681775276,46.2650332691,0 9.2181916785,46.2681613164,0 9.18643334994,46.2679816508,0 9.18840521098,46.2764371695,0 9.19379938752,46.280313142,0 9.20732565558,46.2783836532,0 9.2139832354,46.2803581325,0 9.22921747111,46.2818368352,0 9.24110892956,46.267807386,0 9.25153324054,46.2675507716,0 9.25426619427,46.2631243564,0 9.24942205056,46.2485694831,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",27,3836,1828,18,Verdabbio,
